Indicator_Type,Data,Note
sha256,f11930cb70556941b6e3c8530956f1381a4cdbd1e3fe8e9f363487a73b45a9c0,EDR killer
sha256,4686bf07db10376fb4c8ce3b729c4ab60d89b454fc57feb39f9607cb43a081d9,EDR killer
sha256,49ed990459486e569cd1428b045baff1e61b86cdeef84a75384b5f7f46bd678e,EDR killer
sha256,e6309fdb03313dd1b62467684a49692de5c27bbc3c17e65e2010cfbf686a4bf3,EDR killer
sha256,f1c37f93d000134b4bfe439add26f3c146958dd87b230123d58790fedce6336a,EDR killer
sha256,ddf23db6881e42e65440c26a208c9175ad705c708f0a5d8426a2636bad79777c,EDR killer
sha256,0b4295bcd7bf850fea2b1bc09f652da028af33d625b11781ac875c603a52e5a8,EDR killer
sha256,df6cb5199c272c491b3a7ac44df6c4c279d23f7c09daed758c831b26732a4851,EDR killer
sha256,b8c1f3d24f0282c84ed599147462d4031df43cd4fceef38afcee4b3fc8f16e7b,EDR killer
sha256,0eaa413dc13bc846258e5b4670142bea20e567065b7f4bbc135fe62d93878160,EDR killer
sha256,147dee11a406a86dd9b42982c091e8acbaca13614edb75f447cbaffb23017a90,EDR killer
sha256,5e423483165666976997e17b9834b9f6bd0da6c4b0da23f45584203f7c08fe4c,EDR killer
sha256,7e19a1ca2144051c9cd66440b4fe54fbb01aee6a86fd196f5d0b67f04d19a18a,EDR killer
sha256,15cd13e0cad20394ec1405748e4bd50e3f27313c6274aee098c4eb0ede970b4c,EDR killer
sha256,d2939cd18c9072488767520be081fef71d560896c6293b6633cab099fcd238ae,EDR killer
sha256,aae2e7f4feb75a61c98a727a9da9c3eba213e9e43aa7c9e81e2b3c2f6439b908,EDR killer
